GeneID	Length	X1h.m1.t.sort.bam	X1h.m1.u.sort.bam	X1h.m2.t.sort.bam	X1h.m2.u.sort.bam	X1h.m3.t.sort.bam	X1h.m3.u.sort.bam	X6h.m1.t.sort.bam	X6h.m1.u.sort.bam	X6h.m2.t.sort.bam	X6h.m2.u.sort.bam	X6h.m3.t.sort.bam	X6h.m3.u.sort.bam
Mir721	88	0	2	0	0	4	1	0	0	0	0	1	1
LOC100861979	849	0	1	0	0	0	0	0	0	0	0	0	0
4731417B20Rik	1621	0	0	0	0	0	0	0	0	0	0	0	0
Myl10	880	0	0	0	0	0	0	0	0	0	0	0	0
Emid2	2705	0	0	0	0	0	0	0	0	0	0	0	0
Rabl5	911	64	49	118	87	61	48	53	28	56	46	76	68
4933404O12Rik	3970	31	29	31	18	27	19	65	14	15	27	14	24
Fis1	1102	166	134	238	174	193	145	243	112	225	92	229	159
Cldn15	1851	0	0	0	1	4	0	0	1	0	0	1	0
Znhit1	1032	54	82	112	101	71	63	58	33	79	53	86	79
Plod3	3278	611	632	923	808	707	616	889	395	945	526	634	758
Mir702	109	0	0	0	0	0	0	0	0	0	0	0	0
Vgf	2553	0	1	0	0	0	0	0	0	0	0	0	0
Ap1s1	1277	237	189	334	252	210	202	276	140	279	204	263	220
Serpine1	3024	191	105	807	834	358	429	274	120	321	141	295	425
Trim56	3637	244	220	368	277	239	256	343	117	330	175	250	279
Muc3	1849	0	0	0	0	1	0	0	0	0	0	0	0
A630081J09Rik	2063	0	0	0	0	0	0	0	0	0	0	0	0
Ache	2183	2	0	1	0	0	0	0	0	0	0	0	0
Ufsp1	996	1	0	3	1	3	1	4	3	6	1	4	2
Srrt	3024	303	303	384	384	372	303	679	199	527	296	341	450
Trip6	1760	16	26	20	25	23	20	27	7	24	12	7	24
Slc12a9	3315	54	38	106	48	72	53	28	41	81	67	60	56
Ephb4	4361	0	2	4	6	5	3	0	0	1	0	2	4
Zan	16481	0	0	0	0	2	1	0	2	0	1	4	0
Epo	715	0	0	0	0	0	0	0	0	0	0	0	0
Pop7	792	26	24	28	26	22	34	23	15	37	21	22	27
Gm8066	621	10	9	15	4	9	9	0	6	7	6	5	6
Gigyf1	5438	174	178	209	198	247	202	284	101	300	135	190	224
Gnb2	1577	605	529	736	495	635	598	847	433	767	518	656	745
Actl6b	1548	0	0	0	0	0	0	0	0	0	0	0	0
Trfr2	2926	0	0	0	0	0	0	0	0	0	0	0	0
Mospd3	1617	45	33	42	24	53	32	29	31	54	22	36	32
Gm7285	584	7	3	7	6	9	2	2	0	6	3	6	4
Pcolce	1539	0	0	5	4	2	0	0	0	0	0	0	1
Fbxo24	2159	0	0	0	0	0	2	0	0	0	0	0	0
Gm16089	466	8	5	7	4	0	5	3	1	2	5	3	5
Lrch4	3081	0	0	0	0	0	0	0	0	0	0	0	0
Lrch4-sap25	4513	11	7	7	6	11	5	11	5	12	14	4	14
Sap25	1065	0	0	0	0	0	0	0	0	0	0	0	0
Irs3	2337	0	1	0	0	0	0	3	0	0	0	0	0
Agfg2	3107	135	59	142	79	68	72	143	40	82	44	77	45
Gm15753	1089	2	2	9	15	9	6	0	2	12	3	7	2
6430598A04Rik	3516	6	0	10	5	5	2	3	3	1	2	0	2
Tsc22d4	3175	158	113	196	180	169	114	210	114	238	146	186	216
Ppp1r35	939	15	14	13	15	9	10	69	10	34	26	35	30
Mepce	3166	46	74	110	95	95	81	89	61	117	62	84	72
Zcwpw1	2218	10	11	29	18	13	14	13	7	30	19	23	16
Pilra	2588	457	844	701	800	672	685	1446	543	1161	686	982	830
Pilrb1	1020	125	209	170	216	146	202	372	118	235	141	235	201
Pilrb2	1807	87	118	138	123	132	112	297	99	217	121	199	148
Cyp3a13	2955	0	0	0	0	0	0	0	0	0	0	0	0
Gjc3	3515	0	0	0	0	0	0	0	0	0	0	0	0
Azgp1	1315	0	0	0	0	0	0	0	0	0	0	0	0
Gm4963	385	0	1	1	2	0	1	3	0	0	0	1	1
Smok3a	2728	0	0	0	0	0	0	0	0	0	0	0	0
Smok3b	2331	0	0	0	0	0	0	0	0	0	0	0	0
Smok3c	1515	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan1	8261	134	109	176	151	202	159	226	80	241	135	162	199
Zscan21	2317	37	46	66	54	56	38	42	31	41	48	58	76
Zfp113	6470	45	32	42	37	64	56	45	23	75	30	63	47
Cops6	1094	213	190	236	216	192	199	289	160	284	171	330	237
Mcm7	2396	28	23	41	26	20	23	35	8	51	28	29	29
Mir25	84	0	0	0	0	0	0	0	0	0	0	0	0
Mir93	88	0	0	0	0	0	0	0	0	0	0	0	0
Mir106b	82	0	0	0	0	0	0	0	0	0	0	0	0
Ap4m1	1718	41	23	40	28	24	28	43	13	45	12	28	32
Taf6	2264	78	67	106	62	71	62	58	32	90	52	104	74
Cnpy4	1781	54	43	93	64	57	62	104	34	53	35	75	52
Mblac1	1308	9	15	11	5	14	9	7	5	10	9	11	9
BC055004	2312	0	1	0	0	0	0	0	0	0	0	0	0
0910001L09Rik	877	138	117	153	75	143	125	126	90	112	84	139	119
BC037034	2546	109	91	146	136	131	103	172	77	138	62	120	121
6330418K02Rik	741	2	11	17	13	13	4	11	6	14	6	7	7
Gal3st4	3162	0	0	0	0	0	0	0	0	0	0	0	0
Gpc2	2513	5	5	1	2	6	2	5	1	8	2	3	3
Stag3	4228	8	6	14	2	8	6	22	6	15	2	5	6
Zfp157	5304	33	40	44	40	46	27	28	24	72	26	50	38
1700123K08Rik	1047	0	0	0	0	0	0	0	0	0	0	0	0
Zfp68	4731	150	111	175	130	149	115	284	46	215	115	197	195
A430033K04Rik	3154	21	20	28	19	21	11	24	7	36	19	22	28
Fam20c	3001	1158	1201	1315	1098	1670	1119	2270	980	2176	1279	1578	1737
Gm5294	651	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfa	1019	14	13	21	25	23	15	27	9	11	15	17	21
Prkar1b	2739	3	3	0	5	2	4	0	1	5	3	6	3
Heatr2	3445	50	37	43	42	45	60	72	33	58	51	58	35
Sun1	4133	179	151	238	193	240	166	287	128	226	123	175	165
Get4	2211	88	78	89	87	87	60	177	48	155	52	88	104
Adap1	2399	229	178	315	249	237	215	287	167	309	188	255	313
Cox19	761	32	45	50	39	37	39	71	26	58	35	30	56
Cyp2w1	1512	0	0	0	0	0	0	0	0	0	0	0	0
3110082I17Rik	1461	22	20	16	25	20	23	42	7	21	28	34	20
Mir339	96	1	0	0	0	2	0	0	0	3	0	1	0
D830046C22Rik	2357	2	0	0	0	0	1	0	0	0	0	0	0
Gpr146	4222	61	61	110	80	101	55	90	40	76	26	60	80
C130050O18Rik	2006	1	8	1	2	6	9	0	2	5	10	4	7
Gpr30	2509	0	0	0	0	0	0	0	0	0	0	0	0
Zfand2a	3106	296	314	505	440	357	299	357	186	439	236	320	354
4930500L23Rik	745	0	0	0	0	0	0	0	0	0	0	0	0
Uncx	2094	0	0	0	0	0	0	0	0	0	0	0	0
Micall2	3346	166	196	250	205	189	189	383	79	349	147	253	248
Ints1	7113	205	249	292	248	264	213	338	141	287	177	220	247
Mafk	2825	107	105	233	203	179	118	179	60	209	107	139	197
Tmem184a	2090	0	0	0	0	0	0	0	0	0	0	0	1
Psmg3	839	23	18	32	23	20	21	17	18	37	28	33	34
Elfn1	3835	0	1	1	2	6	1	0	1	1	0	0	0
Mad1l1	2640	79	58	84	84	92	92	73	37	77	42	88	103
Ftsj2	1443	13	10	19	7	13	16	30	5	17	15	21	17
Nudt1	939	9	21	14	12	15	13	30	9	17	9	13	8
Snx8	2612	218	240	314	299	266	225	309	143	352	207	253	321
Eif3b	2966	543	536	673	606	651	529	981	334	931	475	707	785
Chst12	1786	116	103	147	103	163	108	140	59	99	60	98	88
Grifin	539	0	0	0	0	0	0	0	0	0	0	0	0
Lfng	2284	21	33	37	31	32	32	50	20	30	12	21	17
Gm10091	2649	1	11	9	4	3	6	8	2	4	6	2	5
Ttyh3	4658	121	134	177	170	200	137	227	81	235	105	130	188
Iqce	4359	51	37	80	44	59	34	112	10	67	29	55	53
Baat1	3858	66	57	74	77	67	64	81	33	90	68	46	61
Amz1	2685	49	44	75	80	81	57	62	42	88	44	60	62
Gna12	1880	142	83	176	113	120	100	174	82	156	97	98	133
Card11	4112	4	3	18	18	22	11	35	8	37	11	14	14
Sdk1	8513	1	0	2	1	0	0	0	0	0	0	0	2
Foxk1	7446	198	104	226	162	199	157	186	74	204	83	96	150
C330006K01Rik	3817	95	85	132	103	145	91	109	64	150	97	108	111
Radil	3677	0	1	0	0	0	0	0	0	0	0	0	0
Papolb	2337	0	0	0	0	0	0	0	0	0	0	0	0
Mmd2	2147	0	0	0	0	0	0	0	0	0	0	0	0
Wipi2	3913	158	117	243	161	176	187	295	107	264	176	201	201
Slc29a4	2789	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc18	10963	264	286	329	399	501	291	550	158	513	237	303	395
Fbxl18	2831	31	22	49	27	44	25	36	34	54	23	14	42
Actb	1889	15710	14185	18907	15441	18910	14895	22975	11143	17882	11804	15909	14298
Fscn1	2667	29	103	55	79	124	115	135	52	87	36	47	76
Rnf216	4671	232	213	256	208	266	193	300	126	255	155	200	223
D5Ertd683e	1016	8	8	14	3	13	9	28	2	8	11	6	14
Gm3925	636	0	0	0	0	0	0	0	0	0	0	0	0
Rbak	3446	38	32	35	36	44	27	29	10	52	22	36	37
4933411G11Rik	2158	0	0	0	0	0	0	0	0	0	0	0	0
Spdyb	1819	0	0	0	0	0	0	0	0	0	0	0	0
4930448H16Rik	604	0	0	0	0	0	0	0	0	0	0	0	0
Zfp12	4271	30	29	66	44	58	40	53	30	55	29	49	44
Zfp316	6893	30	21	39	30	36	27	43	34	58	39	33	26
Zfp853	2183	0	0	0	1	0	0	0	0	1	1	0	0
E130309D02Rik	2343	101	86	82	77	82	80	102	50	89	46	72	75
Zdhhc4	1346	37	38	54	26	58	30	100	17	65	14	49	25
0610040B10Rik	440	2	1	0	0	0	0	0	1	1	1	0	1
Grid2ip	4223	0	0	0	0	0	0	0	0	0	0	0	0
Kdelr2	1850	192	203	270	192	232	177	352	132	304	176	300	243
Daglb	3242	138	85	146	97	123	97	141	51	93	74	86	101
Rac1	2269	784	684	959	815	971	744	1331	481	1144	728	889	1085
2810453I06Rik	2331	36	31	41	41	38	19	84	14	76	38	49	63
Cyth3	4289	282	98	258	140	215	143	201	105	218	122	172	211
Usp42	5151	71	90	170	157	134	115	84	46	187	66	104	152
D130017N08Rik	1705	11	3	7	5	6	11	16	4	18	7	4	14
Eif2ak1	2571	181	159	265	198	217	169	309	121	250	158	209	244
Ankrd61	1496	1	0	0	0	0	0	0	0	0	0	0	0
Aimp2	1185	34	32	47	30	38	34	73	25	42	28	53	50
Pms2	3233	18	19	33	32	31	30	32	12	34	11	25	35
Rsph10b2	2895	2	1	0	2	2	0	0	0	0	1	0	0
Ccz1	1769	283	271	436	375	375	316	482	207	533	258	444	487
Ocm	735	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk2	8114	120	135	154	165	178	125	113	62	243	92	133	161
Bhlha15	3494	0	0	0	0	0	0	0	0	2	1	5	5
Tecpr1	4189	208	233	299	237	301	262	233	111	306	177	271	301
Bri3	1142	153	131	216	144	142	115	276	119	243	161	178	205
Baiap2l1	3248	2	3	3	8	14	4	26	1	0	5	9	8
Gm15708	1766	15	10	29	22	23	14	37	10	26	14	24	18
Nptx2	2551	0	0	0	0	0	0	0	0	0	0	0	0
Gm6272	171	0	0	0	0	0	0	0	0	0	0	0	0
Tmem130	2734	0	0	0	0	0	0	0	0	0	0	0	0
Trrap	12476	693	650	975	818	941	725	1177	404	918	519	694	901
Smurf1	5333	465	470	644	513	562	474	813	306	738	458	546	604
Kpna7	2248	0	1	0	0	0	0	0	0	0	0	0	0
Gm4871	1129	0	0	0	0	0	0	0	0	0	0	0	0
1700018F24Rik	1119	0	0	0	0	0	0	0	0	0	0	0	0
Arpc1a	1588	153	156	146	161	171	140	238	113	184	106	183	151
Arpc1b	1551	1571	1664	1713	1716	1444	1448	2449	1157	2038	1185	1832	1724
Pdap1	2203	189	158	245	211	231	188	289	135	250	119	214	202
Bud31	705	140	128	167	136	116	149	264	107	249	110	195	170
Ptcd1	3219	67	47	74	67	68	54	111	36	97	50	70	51
Cpsf4	1605	54	72	82	68	61	64	149	58	118	55	57	77
Atp5j2	477	199	165	260	232	204	171	327	172	247	149	250	197
Zkscan14	1981	8	4	12	12	7	5	12	6	11	5	18	19
Zkscan5	3797	15	26	50	29	39	24	64	25	41	27	35	30
Zfp655	5602	338	344	512	395	526	395	634	199	547	334	517	491
Zfp498	1996	39	13	54	21	31	31	63	26	28	26	25	35
Cyp3a57	1589	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a16	1730	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41b	2064	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41a	2060	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a44	1962	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a11	2053	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a25	2003	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a59	1999	0	0	0	0	0	0	0	0	0	0	0	0
Gm5565	954	0	1	0	0	0	0	0	0	3	0	0	0
Gm6309	948	0	0	0	0	0	0	0	0	0	0	0	0
1700001J03Rik	778	2	3	2	0	0	1	0	0	2	0	1	3
B230303O12Rik	4382	12	6	23	16	19	11	52	10	7	5	7	9
Rnf6	3627	192	152	226	214	219	176	301	152	342	160	234	224
Cdk8	2586	147	139	178	167	170	127	247	88	234	116	178	189
Mir5105	82	30415	209944	27289	111320	103162	25617	79418	197338	129226	140559	152850	139475
Wasf3	2685	0	0	0	0	0	0	0	0	0	0	0	0
Gm6408	1191	0	0	0	0	0	0	0	0	0	0	0	0
Gm6370	1142	0	0	0	0	0	0	0	0	0	0	0	0
4930449I24Rik	1168	0	0	0	0	0	0	0	0	0	0	0	0
Gm3402	1154	0	0	0	0	0	0	0	0	0	0	0	0
Gm3404	1130	0	0	0	0	0	0	0	0	0	0	0	0
Gm3409	1154	0	0	0	0	0	0	0	0	0	0	0	0
Gm3415	1177	0	0	0	0	0	0	0	0	0	0	0	0
Gpr12	2750	0	0	0	0	0	0	0	0	0	0	0	0
Usp12	4274	165	192	316	305	277	247	309	157	377	201	340	310
Rpl21	1856	17	13	23	22	18	23	29	6	25	13	35	25
Rasl11a	1126	1	0	2	5	2	2	0	0	0	1	1	2
Gtf3a	1298	34	22	42	20	50	31	54	18	55	30	47	42
Mtif3	5099	44	37	64	59	55	32	81	21	52	37	65	52
Lnx2	4543	52	33	47	30	37	40	65	18	17	21	35	32
Polr1d	1486	97	87	123	103	129	105	135	90	149	90	142	143
Gsx1	1773	0	0	0	0	0	0	0	0	0	0	0	0
2210019I11Rik	1442	0	0	0	0	0	0	0	0	0	0	0	0
Pdx1	1287	0	0	0	0	0	0	0	0	0	0	0	0
Cdx2	2145	0	0	0	0	0	0	0	0	0	0	0	0
Prhoxnb	766	0	0	0	0	0	0	0	0	0	0	0	0
Flt3	3657	1	0	3	3	11	2	12	0	0	7	3	2
D5Ertd605e	1062	0	0	1	1	0	0	5	0	0	0	0	0
Pan3	4628	374	292	417	312	459	337	578	201	492	265	406	511
Flt1	6280	0	1	1	1	2	1	0	0	0	0	0	0
Pomp	734	265	419	524	545	494	387	592	246	575	308	574	560
Slc46a3	2421	0	2	2	0	0	2	0	3	3	0	0	1
Mtus2	7543	2	2	2	3	3	1	0	0	0	4	11	3
Slc7a1	7179	64	77	75	67	106	87	104	30	96	47	82	72
Gm19617	571	0	0	0	0	0	0	0	0	0	0	0	0
Ubl3	2667	275	206	348	264	286	241	421	193	427	248	381	366
2210417A02Rik	550	0	1	0	2	0	0	0	0	2	1	2	2
Katnal1	6157	60	49	59	42	55	52	75	19	54	46	64	48
8430423G03Rik	639	0	0	0	0	0	0	0	0	0	0	0	0
1810059H22Rik	1530	0	0	2	0	0	0	0	1	0	0	1	0
5930430L01Rik	4289	10	5	6	3	6	14	10	1	2	7	9	8
Gm15408	1379	0	0	0	0	1	1	0	0	0	0	0	0
Hmgb1	2310	187	136	222	199	204	164	430	136	261	160	213	256
5730422E09Rik	1676	0	2	1	0	1	1	0	1	2	0	0	2
Gm8615	2065	33	26	40	19	23	22	23	16	45	16	21	24
Uspl1	3934	126	128	186	180	151	148	243	72	177	105	181	159
2310047D07Rik	728	0	2	1	2	1	2	0	0	5	0	3	2
Alox5ap	854	171	48	251	112	130	81	50	60	108	62	88	71
Gm19719	4230	0	0	0	0	0	0	0	0	0	0	0	0
6330406I15Rik	2876	1	0	2	3	9	6	0	0	2	0	0	1
4930588N13Rik	1094	0	0	0	0	0	0	0	0	0	2	0	0
Gm15997	1491	0	0	0	0	0	0	0	0	0	0	0	0
Wdr95	2482	0	0	0	0	0	0	0	0	0	0	0	0
Hsph1	3478	492	493	702	592	552	417	853	295	528	349	454	500
Gm20005	680	0	0	0	0	0	0	0	0	0	0	0	0
Gm5566	659	0	0	0	0	0	0	0	0	0	0	0	0
B3galtl	4543	69	43	37	36	54	36	62	23	53	30	39	32
LOC100861794	1073	0	0	0	0	0	0	0	0	0	0	0	0
4930500F04Rik	576	0	0	0	0	0	0	0	0	0	0	0	0
Rxfp2	3389	0	0	0	0	0	0	0	0	0	0	0	0
Fry	10730	105	46	83	50	46	44	120	59	97	74	60	75
Gm5	469	0	0	0	0	0	0	0	0	0	0	0	0
Zar1l	876	0	0	0	0	0	0	0	0	0	0	0	0
Brca2	10734	28	21	38	30	46	27	54	6	25	24	34	30
N4bp2l1	1906	30	5	23	7	16	19	29	4	16	15	25	28
N4bp2l2	8981	225	194	336	248	317	264	429	124	323	221	289	332
Pds5b	7308	138	137	229	181	222	152	238	106	267	166	155	187
Kl	5118	0	0	0	0	0	0	0	0	0	0	0	0
Gm8675	1856	0	0	0	0	1	0	0	1	0	0	1	0
Stard13	5638	2	2	8	3	5	8	1	7	14	1	2	8
1700028E10Rik	2718	3	3	9	1	8	1	32	1	3	6	2	5
Vmn2r18	2385	2	0	0	0	0	0	0	0	0	0	0	0
Rfc3	1215	33	27	51	36	21	19	31	10	52	22	28	43
Rn18s	938	359079	423533	410457	460514	443945	315923	124490	299229	192030	233797	261973	208064
Gm8579	733	0	0	0	0	0	0	0	0	0	0	0	0
Gm20559	2991	381	501	726	589	494	422	856	329	873	616	709	850
Samd9l	5329	1124	1140	2116	1756	1343	1209	1560	632	1999	1153	1610	1917
Hepacam2	2236	1	2	1	3	4	1	0	0	8	7	6	6
Ccdc132	5862	260	295	367	319	343	293	490	199	493	275	362	383
Calcr	3864	3	5	14	11	5	5	18	2	18	3	15	9
Mir653	85	0	0	0	0	0	0	0	0	0	0	0	0
Mir489	107	0	0	0	0	0	0	0	0	0	0	0	0
Tfpi2	1508	2	5	3	5	5	4	0	4	4	1	7	6
Gngt1	963	0	0	0	0	0	0	0	0	0	0	0	0
Gng11	836	21	21	67	41	29	21	52	16	48	26	37	33
Bet1	1466	118	82	137	127	161	85	171	56	170	82	136	116
Col1a2	5143	58	74	257	321	156	255	220	90	249	66	154	223
LOC100862129	955	0	0	0	0	0	0	0	0	0	1	0	0
Casd1	3760	120	97	137	111	132	102	301	114	180	123	155	178
Sgce	1875	1	1	1	4	6	4	23	3	0	0	0	2
Peg10	6667	18	6	7	9	55	35	34	10	27	19	18	20
Gm9835	804	5	0	5	3	1	4	0	3	8	3	4	0
Ppp1r9a	9547	41	8	19	8	39	25	42	11	41	19	21	15
Pon1	1513	0	0	0	0	0	0	0	0	0	1	0	0
Pon3	1784	349	317	328	227	363	236	492	251	378	283	331	365
Pon2	1850	205	217	267	176	277	206	385	159	338	189	259	236
Asb4	3286	0	1	1	3	0	0	0	3	1	0	0	1
Pdk4	3453	1	0	0	0	0	0	0	0	0	0	0	0
Dync1i1	2802	0	0	0	0	0	0	0	0	0	0	0	0
1700019G24Rik	515	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a13	3122	53	67	95	98	76	73	144	30	126	69	82	76
Shfm1	491	368	338	453	333	383	332	634	241	352	262	397	322
Dlx6as1	4247	0	0	0	0	0	0	0	0	0	0	0	0
Dlx6	1071	0	0	0	0	0	0	0	0	0	0	0	0
Dlx6as2	1354	0	0	0	0	0	0	0	0	0	0	0	0
Dlx5	1406	0	0	0	0	0	0	0	0	0	0	0	0
Acn9	550	9	7	9	4	7	8	31	4	10	8	17	12
Gm19272	2218	0	0	0	0	0	0	0	0	0	0	0	0
Tac1	1034	0	0	0	0	0	0	0	0	0	0	0	0
Asns	1927	11	13	13	27	24	43	22	8	7	9	15	12
C1galt1	2065	120	80	117	81	114	104	170	68	169	58	122	113
Col28a1	4230	0	0	0	0	0	0	0	0	0	0	0	0
Mios	3705	53	50	77	62	65	57	79	34	97	65	80	65
Rpa3	638	12	14	34	30	24	17	19	11	25	15	22	30
Gm16039	2174	32	37	59	59	56	37	100	27	77	36	64	76
Gm16055	998	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862035	1350	0	0	0	0	0	0	8	0	0	0	0	0
A430035B10Rik	1936	1	2	2	1	3	1	7	1	1	0	0	1
Glcci1	6204	16	18	23	18	21	24	95	16	43	25	15	30
Ica1	2075	6	4	0	0	4	1	0	0	0	0	0	2
Nxph1	1783	0	0	0	0	2	0	0	0	0	0	1	0
AA545190	1035	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa4	492	193	190	244	146	181	152	464	115	213	117	198	163
Phf14	7756	166	135	246	209	264	183	296	121	290	148	274	246
Gm20120	601	8	0	4	4	8	2	4	1	3	5	12	8
Gm6578	981	0	0	0	0	0	0	0	0	0	0	0	0
Thsd7a	11000	0	1	1	8	3	6	0	0	4	1	1	1
Tmem106b	6082	474	287	494	287	387	309	493	190	410	296	362	353
Vwde	3979	0	0	0	0	0	0	0	0	0	0	0	0
Gm725	912	0	0	0	0	0	0	0	0	0	0	0	0
1700016P04Rik	429	0	0	0	0	0	0	0	0	0	0	0	0
Tmem168	4548	331	321	372	287	355	278	431	207	481	302	406	359
B630005N14Rik	4141	159	155	239	195	209	187	318	104	375	156	283	235
Gpr85	2954	31	66	19	14	37	18	141	51	81	39	61	46
2610001J05Rik	1803	172	195	187	169	171	176	360	104	340	164	253	221
1110019D14Rik	1498	12	7	12	9	13	4	0	9	12	6	16	19
Ppp1r3a	7120	0	0	0	0	0	0	0	0	0	0	0	0
Foxp2	7072	0	0	0	0	0	0	0	0	0	0	0	0
Mdfic	3435	551	622	767	630	742	579	1267	362	948	595	811	712
Tfec	1779	73	252	88	117	152	136	420	57	118	62	111	121
Gm15473	1182	1	0	0	1	1	1	0	0	4	0	0	0
Tes	2442	342	369	446	355	385	250	413	152	323	259	273	305
Gm4876	2219	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862080	669	0	0	0	0	0	0	0	0	0	0	0	0
Cav2	2473	348	197	296	174	395	232	537	232	401	385	479	437
Cav1	2767	145	65	99	54	111	47	298	142	225	219	183	304
Met	6652	1671	2036	1910	1701	2422	1741	3829	1407	2954	1932	2678	2797
Capza2	1984	967	880	1312	1112	1147	929	1463	720	1398	797	1226	1092
Gm20176	1464	0	0	0	0	0	0	0	1	0	0	0	0
St7	2239	67	52	47	34	45	36	56	29	50	36	53	29
Wnt2	2115	0	1	1	0	2	0	0	0	3	0	0	1
Asz1	1740	0	0	0	0	0	0	0	0	0	0	0	0
Cftr	6305	0	0	1	0	0	0	0	0	0	0	0	0
Cttnbp2	5931	0	1	1	1	1	1	0	1	0	1	0	0
Gm20186	1032	127	52	77	59	51	49	46	21	55	33	37	57
Naa38	750	53	50	60	74	75	55	172	48	81	58	83	72
Ankrd7	1193	0	0	0	0	0	0	0	0	0	0	0	0
Kcnd2	4546	0	0	0	0	0	0	0	0	0	0	0	0
Tspan12	2490	0	0	0	1	0	0	6	0	0	0	0	0
Ing3	3755	41	36	40	35	58	22	103	28	58	35	49	57
A430107O13Rik	4898	16	4	18	12	9	11	13	10	12	13	6	12
Gm8564	435	0	0	1	0	0	0	0	0	0	0	0	1
Wnt16	1666	0	0	0	0	0	0	0	0	0	2	0	0
Fam3c	2739	136	136	161	97	177	136	255	140	159	122	157	177
Ptprz1	8068	0	0	0	0	0	0	0	0	0	0	0	0
Aass	3701	0	0	0	0	0	0	0	0	0	0	0	0
Fezf1	2308	0	0	0	0	0	0	0	0	0	0	0	0
Cadps2	6047	6	6	2	4	1	2	5	13	3	2	3	6
Rnf133	1308	0	0	0	0	0	1	0	0	0	0	0	3
Rnf148	1242	0	1	0	0	0	0	0	0	0	0	0	0
Tas2r118	900	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a1	2495	0	0	0	0	0	0	0	0	0	0	0	0
Iqub	3651	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa5	549	69	41	51	46	59	37	43	56	62	38	44	50
Asb15	4268	0	0	0	0	0	0	0	0	0	0	0	0
Lmod2	1967	0	0	0	0	0	0	0	0	0	0	0	0
Wasl	4858	105	128	168	148	185	133	158	80	195	125	173	185
Hyal6	3452	0	0	0	0	0	0	0	0	0	0	0	0
Hyal4	2088	0	0	0	0	0	0	0	0	0	0	0	0
Spam1	2131	0	0	0	0	0	1	0	0	0	0	0	0
Hyal5	2070	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229a	4985	0	0	0	1	0	0	0	0	6	0	0	3
Gpr37	3205	0	0	0	0	0	0	0	0	0	0	0	0
Pot1a	3153	73	45	93	72	91	65	136	40	115	60	97	77
LOC626904	1565	0	0	0	0	0	0	0	0	0	0	0	0
Grm8	3678	0	0	0	0	0	0	0	0	0	0	0	0
Mir592	96	0	0	0	0	0	0	0	0	0	0	0	0
6530409C15Rik	1567	0	0	0	0	0	0	0	0	0	0	0	0
Zfp800	3895	201	160	377	242	213	196	354	121	334	213	248	255
Gcc1	4138	115	64	206	184	148	122	166	58	155	99	150	146
Arf5	933	171	218	274	279	246	215	394	170	358	181	269	301
Fscn3	1790	0	0	1	0	0	0	0	3	3	2	0	1
Pax4	1357	0	0	0	0	0	0	0	0	0	0	0	0
Snd1	3482	414	465	515	508	471	468	933	297	578	311	436	533
Lrrc4	3622	4	0	4	3	0	0	0	0	0	0	1	1
Mir129-1	73	0	0	0	0	0	0	0	0	0	0	0	0
Lep	3257	0	0	0	0	0	0	0	0	0	0	0	0
Rbm28	4186	271	265	322	312	309	230	446	110	402	246	345	339
Prrt4	3413	0	0	0	0	0	0	0	0	0	0	0	0
Impdh1	2408	124	89	97	71	142	104	138	53	116	68	90	78
Hilpda	1106	257	216	464	396	738	362	297	281	371	328	265	428
Fam71f2	1175	4	1	12	8	19	13	5	5	3	3	2	3
Fam71f1	1587	0	0	0	0	0	0	0	0	0	0	0	0
Calu	3410	1000	1095	1155	988	1151	986	1857	642	1373	705	1150	1123
Opn1sw	2410	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc136	3491	0	0	2	1	2	0	0	0	0	0	0	1
Flnc	9166	3	2	5	15	9	13	0	5	15	9	5	14
Atp6v1f	635	278	274	399	284	266	245	493	247	341	214	336	317
Gm9047	646	2	1	1	0	5	1	0	0	1	1	0	1
Kcp	4888	0	1	0	0	0	1	0	0	0	0	0	0
Irf5	2392	282	367	657	706	494	419	499	210	583	368	448	541
Tnpo3	3971	396	307	480	360	398	306	540	199	535	291	403	437
Tspan33	1959	2	1	2	3	1	4	0	0	0	0	0	1
Smo	3977	1	1	3	2	5	6	6	1	6	2	3	8
Ahcyl2	5385	230	211	287	260	257	217	417	142	314	184	284	224
Fam40b	5370	7	0	2	2	3	8	10	2	2	7	2	2
1700023L04Rik	662	0	0	0	0	0	0	0	0	0	0	1	0
